UserID,SessionTime,ProductID,Category,NotificationType,NotificationTime,Response,UserType,DeviceType,OS,DiscountOffered,UrgencyWordUsed,EmojiUsed,DayOfWeek,HourOfDay,IsWeekend,TimeDelayMin,NotificationTextLength
5043,2024-02-09 20:48:00,684,Books,Reminder,2024-02-09 19:49:00,Yes,New,Tablet,Android,30,Limited Time,True,Friday,19,False,59,107
3583,2024-01-26 12:25:00,707,Food,New Arrival,2024-01-26 11:55:00,Yes,New,Mobile,iOS,30,Exclusive,False,Friday,11,False,30,47
4547,2024-03-21 15:14:00,935,Food,Urgent,2024-03-21 14:22:00,Yes,Returning,Mobile,iOS,30,Hurry,True,Thursday,14,False,52,58
8733,2024-02-19 23:28:00,921,Grocery,New Arrival,2024-02-19 23:24:00,No,Loyal,Desktop,Android,30,,False,Monday,23,False,4,52
7643,2024-03-09 07:52:00,806,Grocery,Urgent,2024-03-09 07:13:00,No,Loyal,Tablet,Android,50,Hurry,True,Saturday,7,True,39,25
8613,2024-02-03 09:24:00,569,Electronics,New Arrival,2024-02-03 07:52:00,No,Loyal,Desktop,iOS,30,Limited Time,False,Saturday,7,True,92,40
6362,2024-03-18 06:03:00,970,Food,New Arrival,2024-03-18 03:49:00,Yes,Loyal,Desktop,Android,10,Hurry,False,Monday,3,False,134,139
5204,2024-01-22 15:00:00,131,Grocery,Urgent,2024-01-22 14:17:00,Yes,Loyal,Mobile,Android,50,Hurry,False,Monday,14,False,43,61
1403,2024-01-07 10:52:00,290,Clothing,Urgent,2024-01-07 09:53:00,No,Returning,Mobile,Android,0,,True,Sunday,9,True,59,57
7713,2024-02-05 07:52:00,787,Books,New Arrival,2024-02-05 05:22:00,Yes,New,Mobile,iOS,10,Hurry,True,Monday,5,False,150,129
9530,2024-01-24 06:48:00,553,Electronics,Reminder,2024-01-24 05:13:00,Yes,Loyal,Mobile,Android,50,Hurry,True,Wednesday,5,False,95,105
1703,2024-01-11 18:03:00,477,Electronics,Urgent,2024-01-11 16:19:00,No,Loyal,Mobile,iOS,30,Exclusive,True,Thursday,16,False,104,57
9502,2024-02-05 18:15:00,865,Grocery,Reminder,2024-02-05 18:01:00,Yes,Returning,Tablet,Android,30,Exclusive,False,Monday,18,False,14,24
7830,2024-03-18 16:57:00,834,Food,New Arrival,2024-03-18 16:04:00,No,New,Mobile,iOS,10,Exclusive,False,Monday,16,False,53,90
8474,2024-03-18 18:16:00,106,Grocery,Discount,2024-03-18 15:59:00,Yes,New,Desktop,iOS,30,Hurry,True,Monday,15,False,137,38
7870,2024-02-11 15:11:00,900,Clothing,New Arrival,2024-02-11 13:07:00,Yes,New,Desktop,iOS,10,Exclusive,False,Sunday,13,True,124,102
3314,2024-02-18 13:10:00,590,Electronics,New Arrival,2024-02-18 10:17:00,Yes,New,Mobile,Android,10,Limited Time,False,Sunday,10,True,173,36
4961,2024-03-08 00:31:00,247,Electronics,Urgent,2024-03-07 22:00:00,Yes,New,Tablet,Android,30,,True,Thursday,22,False,151,21
9462,2024-03-28 02:43:00,899,Grocery,New Arrival,2024-03-28 00:56:00,Yes,New,Tablet,Android,10,Limited Time,False,Thursday,0,False,107,115
1779,2024-01-16 15:39:00,988,Clothing,Urgent,2024-01-16 14:24:00,No,Loyal,Tablet,iOS,20,,False,Tuesday,14,False,75,110
3702,2024-02-21 02:32:00,893,Clothing,Urgent,2024-02-21 00:15:00,Yes,Loyal,Mobile,iOS,20,Exclusive,False,Wednesday,0,False,137,126
3511,2024-03-29 01:01:00,850,Food,Urgent,2024-03-29 00:24:00,No,Returning,Desktop,iOS,10,Limited Time,True,Friday,0,False,37,43
2603,2024-02-26 08:00:00,476,Food,Reminder,2024-02-26 07:24:00,No,Returning,Mobile,iOS,30,Limited Time,True,Monday,7,False,36,23
3803,2024-03-11 05:09:00,238,Grocery,Reminder,2024-03-11 03:34:00,Yes,Loyal,Mobile,iOS,20,Hurry,True,Monday,3,False,95,72
9265,2024-01-07 14:56:00,536,Clothing,Reminder,2024-01-07 13:33:00,No,New,Tablet,Android,0,,True,Sunday,13,True,83,54
8595,2024-02-04 03:10:00,843,Books,Urgent,2024-02-04 02:38:00,No,New,Desktop,Android,30,Hurry,True,Sunday,2,True,32,67
6756,2024-02-24 09:11:00,982,Clothing,Discount,2024-02-24 07:25:00,Yes,Loyal,Desktop,Android,20,Hurry,True,Saturday,7,True,106,22
9720,2024-02-22 22:54:00,481,Electronics,New Arrival,2024-02-22 20:07:00,Yes,Loyal,Tablet,Android,10,Exclusive,True,Thursday,20,False,167,92
6351,2024-03-06 06:44:00,193,Electronics,Reminder,2024-03-06 03:56:00,No,Loyal,Tablet,Android,0,Hurry,True,Wednesday,3,False,168,125
6379,2024-03-20 00:47:00,700,Food,Reminder,2024-03-19 21:51:00,Yes,Loyal,Desktop,iOS,30,Limited Time,True,Tuesday,21,False,176,66
4000,2024-01-27 18:14:00,732,Books,New Arrival,2024-01-27 17:24:00,Yes,Returning,Tablet,Android,30,,True,Saturday,17,True,50,62
1675,2024-03-12 10:47:00,131,Food,Urgent,2024-03-12 08:03:00,Yes,Returning,Desktop,iOS,10,Limited Time,False,Tuesday,8,False,164,74
9875,2024-02-09 11:10:00,631,Electronics,New Arrival,2024-02-09 10:32:00,Yes,Loyal,Tablet,iOS,30,,True,Friday,10,False,38,126
8818,2024-03-02 18:19:00,735,Grocery,Urgent,2024-03-02 15:41:00,No,New,Tablet,iOS,20,Hurry,False,Saturday,15,True,158,138
3619,2024-01-18 10:52:00,355,Books,Discount,2024-01-18 10:11:00,No,Loyal,Tablet,Android,0,Limited Time,False,Thursday,10,False,41,40
5276,2024-01-27 01:00:00,857,Clothing,Urgent,2024-01-26 22:09:00,No,Returning,Desktop,iOS,20,,True,Friday,22,False,171,90
7968,2024-03-06 20:18:00,515,Food,Reminder,2024-03-06 17:25:00,Yes,New,Tablet,Android,20,,True,Wednesday,17,False,173,83
5744,2024-02-10 22:28:00,501,Clothing,New Arrival,2024-02-10 22:20:00,No,New,Mobile,Android,10,,False,Saturday,22,True,8,132
7122,2024-03-16 23:36:00,591,Books,New Arrival,2024-03-16 23:33:00,Yes,Returning,Tablet,iOS,0,,False,Saturday,23,True,3,33
4171,2024-01-20 13:09:00,562,Food,Discount,2024-01-20 12:23:00,Yes,Returning,Tablet,Android,20,,False,Saturday,12,True,46,26
4061,2024-02-07 12:44:00,108,Books,Urgent,2024-02-07 12:27:00,Yes,Returning,Mobile,iOS,10,Hurry,True,Wednesday,12,False,17,125
3092,2024-01-19 13:55:00,514,Electronics,Discount,2024-01-19 13:26:00,Yes,Returning,Desktop,Android,50,Exclusive,True,Friday,13,False,29,111
8533,2024-03-26 02:24:00,420,Food,Reminder,2024-03-25 23:54:00,Yes,Returning,Mobile,Android,10,Exclusive,False,Monday,23,False,150,129
3492,2024-02-11 12:46:00,782,Food,Reminder,2024-02-11 11:02:00,Yes,New,Mobile,Android,30,Limited Time,True,Sunday,11,True,104,127
4323,2024-01-02 12:30:00,194,Books,Reminder,2024-01-02 10:00:00,No,Returning,Desktop,iOS,0,Hurry,False,Tuesday,10,False,150,66
5312,2024-02-21 18:01:00,733,Grocery,Urgent,2024-02-21 17:16:00,Yes,Returning,Desktop,iOS,50,Limited Time,True,Wednesday,17,False,45,54
8054,2024-03-22 14:07:00,618,Clothing,Urgent,2024-03-22 13:34:00,No,Returning,Tablet,Android,0,Limited Time,False,Friday,13,False,33,127
3582,2024-01-13 23:00:00,678,Books,Urgent,2024-01-13 22:28:00,Yes,Loyal,Mobile,iOS,10,Limited Time,True,Saturday,22,True,32,22
1544,2024-03-07 05:17:00,281,Books,Urgent,2024-03-07 04:43:00,Yes,Returning,Mobile,Android,0,Exclusive,True,Thursday,4,False,34,76
1405,2024-03-26 16:56:00,996,Food,Urgent,2024-03-26 16:00:00,No,New,Tablet,iOS,50,,True,Tuesday,16,False,56,27
9850,2024-02-05 12:46:00,440,Food,Urgent,2024-02-05 10:11:00,No,Loyal,Mobile,iOS,0,Limited Time,False,Monday,10,False,155,134
9169,2024-01-25 06:20:00,333,Clothing,Discount,2024-01-25 05:43:00,Yes,Loyal,Tablet,iOS,20,Hurry,True,Thursday,5,False,37,128
2819,2024-03-18 10:23:00,237,Clothing,Urgent,2024-03-18 08:40:00,Yes,Returning,Mobile,iOS,10,Exclusive,True,Monday,8,False,103,131
6652,2024-03-27 12:18:00,837,Food,Reminder,2024-03-27 09:21:00,Yes,Loyal,Desktop,Android,10,,False,Wednesday,9,False,177,69
4447,2024-02-02 15:43:00,587,Books,Reminder,2024-02-02 13:48:00,No,Loyal,Tablet,iOS,10,Hurry,True,Friday,13,False,115,97
4292,2024-01-07 17:02:00,226,Food,Discount,2024-01-07 14:07:00,Yes,New,Desktop,iOS,20,Hurry,True,Sunday,14,True,175,96
9720,2024-02-09 13:38:00,686,Food,New Arrival,2024-02-09 10:53:00,Yes,Loyal,Mobile,iOS,20,Exclusive,False,Friday,10,False,165,60
2409,2024-02-19 11:52:00,987,Clothing,Discount,2024-02-19 11:43:00,No,Returning,Mobile,iOS,0,Exclusive,False,Monday,11,False,9,24
9599,2024-01-06 01:00:00,113,Clothing,New Arrival,2024-01-06 00:15:00,Yes,Loyal,Desktop,Android,0,Limited Time,False,Saturday,0,True,45,124
2210,2024-02-10 09:36:00,652,Books,Discount,2024-02-10 07:45:00,Yes,New,Tablet,Android,20,Exclusive,False,Saturday,7,True,111,113
5955,2024-02-03 02:02:00,769,Grocery,New Arrival,2024-02-02 23:15:00,No,Returning,Desktop,iOS,0,Hurry,False,Friday,23,False,167,132
9521,2024-02-21 08:49:00,980,Food,Discount,2024-02-21 08:15:00,No,New,Desktop,iOS,50,Hurry,True,Wednesday,8,False,34,121
4865,2024-03-02 02:34:00,839,Grocery,Discount,2024-03-02 01:24:00,No,Returning,Tablet,Android,20,Exclusive,False,Saturday,1,True,70,88
8173,2024-03-10 23:27:00,761,Electronics,New Arrival,2024-03-10 21:45:00,No,Returning,Desktop,iOS,0,Hurry,False,Sunday,21,True,102,32
2406,2024-02-22 17:32:00,678,Food,Discount,2024-02-22 17:02:00,Yes,Returning,Mobile,Android,50,Exclusive,False,Thursday,17,False,30,49
1111,2024-01-15 11:32:00,347,Books,Urgent,2024-01-15 10:36:00,No,Returning,Mobile,iOS,50,Limited Time,True,Monday,10,False,56,87
8943,2024-01-24 06:06:00,812,Electronics,Urgent,2024-01-24 03:57:00,Yes,New,Tablet,Android,30,Exclusive,True,Wednesday,3,False,129,48
7891,2024-01-03 02:45:00,497,Electronics,Discount,2024-01-03 01:14:00,No,New,Mobile,Android,20,Exclusive,True,Wednesday,1,False,91,39
8423,2024-01-18 06:14:00,815,Grocery,Reminder,2024-01-18 05:14:00,Yes,Returning,Mobile,iOS,10,Exclusive,False,Thursday,5,False,60,21
9969,2024-03-29 22:20:00,639,Books,Reminder,2024-03-29 20:02:00,Yes,Returning,Desktop,Android,10,Exclusive,False,Friday,20,False,138,143
5540,2024-01-03 20:08:00,326,Grocery,New Arrival,2024-01-03 19:59:00,Yes,Loyal,Mobile,iOS,50,Limited Time,False,Wednesday,19,False,9,64
8190,2024-03-27 06:01:00,152,Grocery,Urgent,2024-03-27 03:23:00,Yes,New,Tablet,Android,20,Limited Time,True,Wednesday,3,False,158,73
2022,2024-02-21 15:03:00,155,Clothing,Reminder,2024-02-21 13:12:00,Yes,New,Mobile,iOS,10,Hurry,True,Wednesday,13,False,111,62
1489,2024-03-13 07:34:00,643,Food,Reminder,2024-03-13 06:03:00,Yes,Loyal,Desktop,Android,50,,False,Wednesday,6,False,91,53
2080,2024-02-03 07:24:00,206,Clothing,Reminder,2024-02-03 05:24:00,No,Loyal,Desktop,iOS,10,Exclusive,True,Saturday,5,True,120,77
2944,2024-03-18 17:05:00,755,Food,New Arrival,2024-03-18 15:40:00,Yes,New,Tablet,iOS,50,Limited Time,False,Monday,15,False,85,99
7129,2024-01-07 16:04:00,853,Food,Discount,2024-01-07 14:12:00,No,Returning,Mobile,Android,30,Exclusive,False,Sunday,14,True,112,115
8877,2024-01-19 00:32:00,462,Electronics,Urgent,2024-01-18 22:03:00,Yes,New,Tablet,iOS,20,,False,Thursday,22,False,149,77
9653,2024-02-06 00:00:00,509,Clothing,Urgent,2024-02-05 21:12:00,No,Loyal,Tablet,iOS,0,Exclusive,True,Monday,21,False,168,141
1034,2024-02-18 21:42:00,266,Electronics,Reminder,2024-02-18 19:28:00,No,Loyal,Desktop,Android,10,Exclusive,False,Sunday,19,True,134,69
8102,2024-02-15 19:16:00,235,Electronics,Discount,2024-02-15 16:38:00,No,Loyal,Mobile,Android,20,Limited Time,True,Thursday,16,False,158,112
5213,2024-02-15 13:21:00,657,Clothing,Reminder,2024-02-15 12:30:00,Yes,Returning,Desktop,iOS,50,Hurry,True,Thursday,12,False,51,97
8925,2024-02-22 01:11:00,611,Grocery,Reminder,2024-02-21 23:54:00,Yes,Loyal,Mobile,iOS,0,,False,Wednesday,23,False,77,76
2204,2024-03-25 08:23:00,825,Electronics,Urgent,2024-03-25 07:27:00,No,Loyal,Desktop,Android,30,,False,Monday,7,False,56,73
5026,2024-02-10 11:40:00,160,Electronics,Urgent,2024-02-10 11:12:00,Yes,Returning,Mobile,iOS,10,Hurry,True,Saturday,11,True,28,64
1013,2024-03-20 10:30:00,328,Grocery,New Arrival,2024-03-20 09:07:00,Yes,New,Desktop,Android,20,Limited Time,False,Wednesday,9,False,83,66
2641,2024-03-29 00:54:00,123,Clothing,Urgent,2024-03-28 23:20:00,No,Loyal,Tablet,iOS,50,,False,Thursday,23,False,94,112
6557,2024-03-14 11:38:00,500,Electronics,Reminder,2024-03-14 11:31:00,No,New,Desktop,iOS,20,Limited Time,True,Thursday,11,False,7,51
1462,2024-02-07 20:27:00,809,Food,Reminder,2024-02-07 19:09:00,Yes,New,Tablet,Android,30,,False,Wednesday,19,False,78,64
6207,2024-02-05 11:19:00,152,Clothing,Reminder,2024-02-05 08:32:00,Yes,New,Tablet,iOS,30,Hurry,True,Monday,8,False,167,81
6720,2024-02-04 17:07:00,636,Clothing,Urgent,2024-02-04 14:58:00,Yes,Returning,Tablet,iOS,50,Limited Time,False,Sunday,14,True,129,67
2704,2024-01-27 20:08:00,706,Electronics,Urgent,2024-01-27 18:27:00,Yes,New,Tablet,iOS,10,Exclusive,False,Saturday,18,True,101,30
1414,2024-01-06 14:08:00,895,Books,Discount,2024-01-06 13:47:00,No,Returning,Mobile,Android,20,Limited Time,False,Saturday,13,True,21,48
1221,2024-01-16 09:12:00,541,Electronics,Urgent,2024-01-16 08:33:00,Yes,Returning,Desktop,iOS,20,Hurry,False,Tuesday,8,False,39,134
8981,2024-01-14 20:42:00,805,Clothing,New Arrival,2024-01-14 18:53:00,No,Returning,Mobile,Android,20,Hurry,True,Sunday,18,True,109,30
7049,2024-03-02 19:28:00,706,Grocery,Discount,2024-03-02 18:03:00,No,Loyal,Mobile,iOS,30,Limited Time,False,Saturday,18,True,85,130
2338,2024-01-26 18:18:00,988,Grocery,New Arrival,2024-01-26 16:42:00,No,New,Desktop,iOS,0,Limited Time,True,Friday,16,False,96,29
5006,2024-01-25 22:55:00,816,Grocery,Discount,2024-01-25 20:53:00,Yes,New,Tablet,Android,30,Limited Time,False,Thursday,20,False,122,39
9801,2024-03-16 21:23:00,757,Grocery,New Arrival,2024-03-16 20:26:00,Yes,Returning,Tablet,iOS,20,Hurry,False,Saturday,20,True,57,95
8101,2024-01-01 02:32:00,868,Clothing,Urgent,2024-01-01 00:40:00,Yes,Loyal,Mobile,iOS,10,Exclusive,True,Monday,0,False,112,97
1136,2024-02-18 16:10:00,802,Grocery,New Arrival,2024-02-18 13:19:00,No,Loyal,Desktop,iOS,30,Limited Time,True,Sunday,13,True,171,139
5279,2024-01-15 15:35:00,300,Grocery,New Arrival,2024-01-15 12:54:00,Yes,Loyal,Mobile,Android,20,Limited Time,False,Monday,12,False,161,92
7440,2024-02-05 01:43:00,794,Clothing,Discount,2024-02-05 00:29:00,Yes,Loyal,Desktop,iOS,20,Limited Time,False,Monday,0,False,74,98
5165,2024-03-17 09:07:00,922,Electronics,Reminder,2024-03-17 08:09:00,No,Loyal,Tablet,Android,20,Hurry,False,Sunday,8,True,58,101
8241,2024-01-13 19:47:00,598,Grocery,New Arrival,2024-01-13 17:22:00,Yes,New,Desktop,Android,20,,False,Saturday,17,True,145,93
6522,2024-01-05 16:28:00,430,Books,Discount,2024-01-05 13:38:00,Yes,Returning,Desktop,Android,20,,False,Friday,13,False,170,29
8202,2024-03-23 22:13:00,646,Food,Discount,2024-03-23 21:14:00,Yes,Returning,Tablet,iOS,30,Exclusive,True,Saturday,21,True,59,62
6808,2024-03-22 08:31:00,411,Clothing,Reminder,2024-03-22 05:57:00,Yes,Returning,Desktop,Android,20,Hurry,True,Friday,5,False,154,81
9979,2024-02-11 22:03:00,646,Grocery,New Arrival,2024-02-11 21:27:00,Yes,Returning,Tablet,iOS,10,Hurry,False,Sunday,21,True,36,138
2743,2024-03-13 08:45:00,899,Clothing,Urgent,2024-03-13 08:39:00,Yes,Loyal,Desktop,Android,20,,True,Wednesday,8,False,6,103
2886,2024-02-10 03:39:00,275,Clothing,Discount,2024-02-10 01:00:00,Yes,New,Tablet,Android,0,Limited Time,False,Saturday,1,True,159,121
4548,2024-02-22 05:11:00,928,Clothing,Discount,2024-02-22 03:32:00,Yes,New,Desktop,iOS,20,Limited Time,True,Thursday,3,False,99,59
1020,2024-01-15 02:34:00,835,Food,Discount,2024-01-15 02:29:00,No,New,Mobile,iOS,50,Limited Time,True,Monday,2,False,5,142
8053,2024-01-16 05:49:00,376,Electronics,Discount,2024-01-16 05:47:00,Yes,Loyal,Tablet,iOS,20,Hurry,True,Tuesday,5,False,2,61
9024,2024-03-27 06:20:00,551,Grocery,Urgent,2024-03-27 03:51:00,Yes,New,Tablet,Android,0,Hurry,True,Wednesday,3,False,149,92
8270,2024-02-03 20:53:00,111,Grocery,New Arrival,2024-02-03 19:02:00,Yes,Returning,Desktop,Android,20,Limited Time,False,Saturday,19,True,111,135
4866,2024-03-04 22:27:00,215,Grocery,Reminder,2024-03-04 20:08:00,No,Returning,Tablet,iOS,0,,True,Monday,20,False,139,70
3063,2024-03-17 19:15:00,267,Clothing,Urgent,2024-03-17 16:33:00,Yes,Returning,Tablet,iOS,30,,False,Sunday,16,True,162,84
7888,2024-03-06 21:41:00,552,Electronics,Discount,2024-03-06 19:18:00,No,Returning,Desktop,Android,0,Hurry,True,Wednesday,19,False,143,99
8066,2024-01-28 12:56:00,738,Books,Urgent,2024-01-28 10:34:00,Yes,New,Desktop,Android,20,,True,Sunday,10,True,142,138
9240,2024-02-19 23:25:00,841,Electronics,Discount,2024-02-19 23:14:00,Yes,Returning,Desktop,iOS,20,Exclusive,True,Monday,23,False,11,28
9122,2024-03-27 18:52:00,715,Grocery,Urgent,2024-03-27 16:13:00,No,Returning,Tablet,Android,20,Limited Time,False,Wednesday,16,False,159,130
4923,2024-03-12 17:41:00,375,Clothing,Urgent,2024-03-12 17:24:00,No,Loyal,Desktop,Android,10,Limited Time,False,Tuesday,17,False,17,28
3113,2024-02-28 00:46:00,610,Food,Discount,2024-02-28 00:40:00,Yes,Returning,Mobile,Android,20,,False,Wednesday,0,False,6,58
4124,2024-01-20 02:32:00,239,Food,Discount,2024-01-20 00:22:00,No,Loyal,Tablet,Android,20,,True,Saturday,0,True,130,126
4218,2024-02-22 00:53:00,409,Grocery,Reminder,2024-02-21 22:48:00,No,Returning,Desktop,iOS,30,Limited Time,False,Wednesday,22,False,125,148
6995,2024-01-28 21:45:00,438,Books,New Arrival,2024-01-28 19:26:00,Yes,New,Tablet,iOS,20,Limited Time,True,Sunday,19,True,139,134
9359,2024-01-31 21:39:00,442,Books,Discount,2024-01-31 19:14:00,Yes,New,Mobile,iOS,20,Hurry,False,Wednesday,19,False,145,108
7084,2024-02-16 04:00:00,506,Books,Reminder,2024-02-16 03:17:00,Yes,Returning,Tablet,Android,10,Exclusive,False,Friday,3,False,43,116
9415,2024-01-23 20:07:00,205,Electronics,Discount,2024-01-23 18:38:00,No,Loyal,Desktop,iOS,30,,True,Tuesday,18,False,89,116
9773,2024-03-28 10:41:00,738,Books,Discount,2024-03-28 07:43:00,Yes,Returning,Tablet,Android,20,,True,Thursday,7,False,178,29
8265,2024-01-22 03:38:00,321,Books,Urgent,2024-01-22 03:11:00,No,Returning,Tablet,Android,30,Limited Time,True,Monday,3,False,27,110
4715,2024-02-23 02:56:00,307,Grocery,Reminder,2024-02-23 00:31:00,Yes,Returning,Tablet,iOS,20,Limited Time,True,Friday,0,False,145,116
6992,2024-01-19 07:30:00,561,Books,Discount,2024-01-19 06:46:00,Yes,Returning,Desktop,Android,20,Limited Time,True,Friday,6,False,44,113
7680,2024-02-17 16:30:00,103,Electronics,New Arrival,2024-02-17 15:46:00,No,New,Tablet,Android,30,Exclusive,True,Saturday,15,True,44,149
4890,2024-03-13 18:35:00,898,Clothing,Reminder,2024-03-13 16:31:00,Yes,Loyal,Desktop,iOS,20,Limited Time,False,Wednesday,16,False,124,86
7941,2024-03-19 05:41:00,448,Clothing,Discount,2024-03-19 03:35:00,No,Loyal,Desktop,Android,30,Hurry,True,Tuesday,3,False,126,50
9286,2024-01-13 00:57:00,373,Books,Discount,2024-01-13 00:29:00,No,New,Desktop,iOS,50,Exclusive,False,Saturday,0,True,28,106
9890,2024-01-11 00:41:00,347,Books,Discount,2024-01-11 00:37:00,Yes,New,Tablet,iOS,30,Exclusive,False,Thursday,0,False,4,78
2869,2024-01-10 02:52:00,466,Electronics,Discount,2024-01-10 00:50:00,Yes,Returning,Desktop,Android,0,Exclusive,True,Wednesday,0,False,122,99
9067,2024-01-25 20:25:00,410,Electronics,Reminder,2024-01-25 20:17:00,No,New,Tablet,iOS,20,Hurry,True,Thursday,20,False,8,89
1075,2024-03-30 11:39:00,886,Food,Reminder,2024-03-30 09:01:00,Yes,Loyal,Tablet,iOS,10,Limited Time,True,Saturday,9,True,158,96
7020,2024-03-08 08:49:00,447,Food,Discount,2024-03-08 06:30:00,Yes,Returning,Mobile,iOS,0,,True,Friday,6,False,139,118
5577,2024-03-25 09:25:00,877,Grocery,Reminder,2024-03-25 07:04:00,No,New,Mobile,iOS,50,Exclusive,False,Monday,7,False,141,74
2154,2024-02-03 05:15:00,802,Clothing,Urgent,2024-02-03 04:43:00,Yes,Loyal,Mobile,iOS,50,,False,Saturday,4,True,32,76
5829,2024-01-07 15:37:00,589,Grocery,Urgent,2024-01-07 15:09:00,Yes,Returning,Mobile,iOS,0,Hurry,False,Sunday,15,True,28,52
1448,2024-03-30 18:48:00,287,Electronics,Urgent,2024-03-30 18:37:00,No,New,Tablet,iOS,10,Exclusive,False,Saturday,18,True,11,85
5606,2024-03-20 06:38:00,505,Food,Urgent,2024-03-20 04:37:00,No,New,Desktop,Android,50,Exclusive,False,Wednesday,4,False,121,78
1323,2024-01-11 17:17:00,108,Books,Urgent,2024-01-11 17:17:00,Yes,Loyal,Mobile,iOS,20,,True,Thursday,17,False,0,58
7013,2024-01-03 22:58:00,254,Food,New Arrival,2024-01-03 22:07:00,No,Loyal,Desktop,Android,10,Limited Time,True,Wednesday,22,False,51,146
3738,2024-01-28 03:04:00,803,Books,Urgent,2024-01-28 01:44:00,No,New,Desktop,iOS,30,Exclusive,False,Sunday,1,True,80,143
3279,2024-01-17 16:04:00,542,Food,Reminder,2024-01-17 13:25:00,Yes,Loyal,Desktop,Android,20,Limited Time,False,Wednesday,13,False,159,32
6541,2024-02-16 23:43:00,904,Books,Reminder,2024-02-16 20:49:00,Yes,Returning,Desktop,Android,20,Hurry,True,Friday,20,False,174,91
9969,2024-02-22 19:16:00,705,Food,Urgent,2024-02-22 18:29:00,Yes,Loyal,Tablet,iOS,10,Limited Time,False,Thursday,18,False,47,46
5141,2024-03-19 18:41:00,671,Electronics,Reminder,2024-03-19 18:10:00,No,Returning,Tablet,Android,0,Limited Time,False,Tuesday,18,False,31,38
8452,2024-01-31 03:55:00,280,Clothing,Urgent,2024-01-31 02:49:00,Yes,Loyal,Tablet,iOS,50,Exclusive,False,Wednesday,2,False,66,51
5442,2024-02-10 16:42:00,569,Food,Discount,2024-02-10 13:47:00,No,Loyal,Tablet,iOS,10,Limited Time,True,Saturday,13,True,175,42
9633,2024-02-06 08:42:00,883,Grocery,New Arrival,2024-02-06 07:44:00,No,Loyal,Tablet,Android,30,Limited Time,False,Tuesday,7,False,58,98
4933,2024-02-19 06:15:00,500,Food,New Arrival,2024-02-19 04:28:00,No,Loyal,Mobile,iOS,20,,False,Monday,4,False,107,128
6499,2024-03-06 23:55:00,945,Clothing,Urgent,2024-03-06 21:14:00,No,New,Tablet,iOS,10,Hurry,False,Wednesday,21,False,161,123
9021,2024-01-05 09:18:00,222,Grocery,Discount,2024-01-05 08:59:00,No,Returning,Desktop,Android,20,Exclusive,False,Friday,8,False,19,128
1637,2024-01-25 01:54:00,384,Books,Discount,2024-01-25 00:46:00,Yes,Returning,Mobile,iOS,20,Limited Time,True,Thursday,0,False,68,66
8098,2024-01-22 18:37:00,771,Grocery,Reminder,2024-01-22 15:44:00,No,New,Desktop,Android,10,Exclusive,True,Monday,15,False,173,138
3685,2024-02-21 01:25:00,858,Books,Discount,2024-02-21 01:11:00,No,Loyal,Desktop,iOS,0,Exclusive,True,Wednesday,1,False,14,64
5933,2024-03-02 01:51:00,354,Clothing,Reminder,2024-03-02 00:19:00,No,New,Mobile,iOS,20,,True,Saturday,0,True,92,134
3686,2024-02-04 17:35:00,913,Electronics,Discount,2024-02-04 14:56:00,No,Returning,Tablet,iOS,30,Hurry,False,Sunday,14,True,159,144
5825,2024-01-08 00:23:00,316,Food,New Arrival,2024-01-07 23:29:00,Yes,Loyal,Desktop,iOS,0,,False,Sunday,23,True,54,36
3361,2024-03-28 08:22:00,446,Grocery,New Arrival,2024-03-28 06:39:00,No,Loyal,Tablet,Android,20,Hurry,False,Thursday,6,False,103,147
4666,2024-01-27 21:57:00,117,Grocery,Discount,2024-01-27 19:23:00,No,Loyal,Mobile,iOS,30,Limited Time,False,Saturday,19,True,154,72
9380,2024-01-13 16:20:00,599,Grocery,Reminder,2024-01-13 15:25:00,Yes,Returning,Tablet,iOS,20,Hurry,False,Saturday,15,True,55,114
2621,2024-03-01 03:50:00,668,Food,New Arrival,2024-03-01 02:49:00,No,Loyal,Mobile,Android,0,,True,Friday,2,False,61,80
2649,2024-01-08 17:53:00,972,Electronics,Discount,2024-01-08 15:57:00,No,Returning,Mobile,iOS,20,Limited Time,False,Monday,15,False,116,92
9236,2024-03-01 22:03:00,692,Food,Urgent,2024-03-01 21:07:00,Yes,Returning,Tablet,iOS,30,Exclusive,True,Friday,21,False,56,141
2620,2024-02-18 02:38:00,667,Clothing,New Arrival,2024-02-18 00:12:00,Yes,Returning,Mobile,Android,0,Exclusive,True,Sunday,0,True,146,27
7057,2024-03-30 16:09:00,369,Electronics,New Arrival,2024-03-30 15:25:00,No,Returning,Mobile,Android,20,Limited Time,False,Saturday,15,True,44,67
3127,2024-03-18 18:04:00,236,Grocery,Discount,2024-03-18 16:58:00,No,Loyal,Desktop,iOS,10,Exclusive,False,Monday,16,False,66,146
1216,2024-02-05 00:55:00,456,Clothing,Urgent,2024-02-05 00:38:00,Yes,New,Tablet,iOS,50,Exclusive,True,Monday,0,False,17,67
6663,2024-02-21 13:55:00,975,Grocery,Reminder,2024-02-21 12:08:00,Yes,Returning,Desktop,iOS,20,Hurry,True,Wednesday,12,False,107,125
1554,2024-02-09 19:34:00,844,Electronics,Discount,2024-02-09 19:09:00,Yes,Loyal,Desktop,iOS,20,Limited Time,True,Friday,19,False,25,64
